472.0229, 1504.5837, -0.39464384
488.8843, 1738.1646, 287.74445
97.05153, 777.95874, 253.90115
193.00366, 870.4462, 98.74515
222.79099, 1643.5175, 310.27216
647.2064, 1234.422, 18.95106
243.96654, 759.57, 0.46392262
636.1563, 784.8546, 113.63029
829.9624, 1196.3937, 127.04003
324.28464, 286.6444, 178.29169
442.61368, 244.72597, 350.75876
417.81808, 1473.3385, 319.2852
754.15405, 1215.6528, 65.21273
345.38483, 1087.8557, 189.9334
515.21576, 1701.8307, 422.61517
526.0051, 145.13423, 103.93458
25.816107, 895.11115, 289.82443
403.5506, 1105.1278, -0.2599563
530.1131, 130.01198, 40.46364
417.06323, 922.64954, 225.64232
587.3201, 607.9521, 88.78758
725.40454, 135.49739, 274.00482
180.42006, 1594.5956, 295.7439
-21.839682, 990.66125, 364.04388
384.30704, 326.95993, 125.60377
379.5688, 611.44006, 2.3387725
170.20479, 1312.7625, 11.965819
57.06269, 838.4972, 284.08975
500.49527, 436.44205, 439.64893
706.7974, 1781.7758, 23.159601
301.27277, 416.3753, 55.94932
494.50235, 1322.6038, 50.991425
659.7618, 593.43115, 46.13715
366.78934, 1623.9127, 414.01324
405.11758, 1107.9166, 379.22556
723.9628, 136.82918, -54.947094
51.352478, 978.5148, 180.3842
305.25763, 1225.9697, 18.574642
90.65902, 1120.4772, 317.64542
590.2446, 208.10973, 422.62292
84.66631, 834.08093, -1.298731
353.0424, 1676.3284, 25.590654
379.189, 1610.2697, 352.26038
827.5385, 270.9466, 267.71268
376.68423, 982.71936, 240.1857
420.4635, 770.9259, 85.5259
109.04205, 1463.7694, 306.1833
103.66912, 1547.6045, -40.73274
168.86276, 577.92334, 0.15309864
727.929, 1735.2296, 89.36803
628.3419, 750.1781, 32.702717
271.06723, 386.20688, 161.0307
444.32254, 374.4309, 127.79133
460.1264, 1611.213, 435.8938
120.99149, 1505.7697, 400.12506
720.4559, 493.2972, 73.855385
83.82836, 737.3921, 332.0602
159.616, 483.57803, 254.15466
414.94702, 1030.2432, 36.23749
160.05945, 503.97748, 128.2363
282.5884, 321.1817, 151.56744
371.70413, 327.27698, 207.00583
96.33443, 923.3323, 317.21088
800.89166, 202.13684, 299.2013
433.36978, 1651.1162, 351.6061
603.6506, 1249.3589, 439.847
95.118256, 1320.3125, 193.415
471.129, 213.33386, 405.86444
179.40765, 1525.5006, -0.86931396
210.20236, 401.85916, 74.46738
711.8462, 116.12754, 51.51746
694.5376, 1295.4962, 254.69742
190.8416, 428.65894, 104.400925
734.2267, 1242.6366, 81.48106
208.09184, 499.25345, 309.82492
66.67694, 830.2521, -30.040602
772.78546, 1227.3115, 152.42923
783.4983, 109.72403, 379.57956
803.9974, 243.25018, 337.71872
687.7664, 1851.7123, 35.40448
64.44437, 1010.93494, 323.2695
158.27309, 1074.3782, 380.84863
734.2446, 1254.5758, 319.0034
615.76337, 105.41075, 435.70526
56.18936, 768.3593, 336.87158
814.77966, 1210.9469, 148.76569
890.323, 1150.8165, 35.49959
424.01944, 1167.5, 66.08198
37.564342, 501.48456, 52.64526
167.27054, 1460.453, 342.5762
168.84093, 1663.6348, 359.1465
778.9905, 1206.6675, 230.98479
189.03438, 1150.1195, -0.76879466
617.49445, 665.0438, 66.82138
-15.547951, 910.31134, 198.77618
536.2811, 149.74548, 286.49435
77.36727, 1298.4551, 309.00244
224.60216, 994.4108, 401.54877
466.74954, 1281.7524, -0.06313023
116.67539, 1083.0854, 156.57748
391.8221, 911.4299, 103.644005
795.6717, 1190.3024, 287.54068
564.0727, 1897.0927, 72.159546
540.8678, 1878.9816, 146.696
160.24751, 1446.8827, -1.1170827
459.49442, 554.21643, 1.5255055
